ingest_date,district,bedrooms,currency,listing_count,avg_price,median_price,min_price,max_price,avg_area_m2,median_price_per_m2,new_listing_count,removed_listing_count,price_changed_count,offer_change_pct,calculated_at
2026-07-14,Lince,2,PEN,27,2262.89,2300,1500,3700,64.41,36.81,27,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Lince,3,PEN,12,3183.33,3000,2000,5200,79.75,38.75,12,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Lobaton,2,PEN,1,2500,2500,2500,2500,58,43.1,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Lobaton,3,PEN,1,2600,2600,2600,2600,89,29.21,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Alamos De Monterrico,1,PEN,1,1850,1850,1850,1850,70,26.43,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Alamos De Monterrico,3,PEN,1,2950,2950,2950,2950,86,34.3,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Cedros De Villa,3,PEN,2,2000,1600,1600,2400,95,20,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Cipreses,3,PEN,1,1700,1700,1700,1700,69,24.64,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Ficus,1,PEN,1,950,950,950,950,50,19,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Girasoles De La Molina,2,PEN,1,1950,1950,1950,1950,95,20.53,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Huertos De La Molina,2,PEN,1,2000,2000,2000,2000,110,18.18,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Libertadores,3,PEN,1,2200,2200,2200,2200,139,15.83,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Manzanos,4,PEN,1,1900,1900,1900,1900,160,11.88,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Olivos,1,PEN,1,1000,1000,1000,1000,50,20,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Olivos,2,PEN,2,1300,1100,1100,1500,60,21.43,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Olivos,3,PEN,6,1490,1500,1090,1900,92.5,16.52,6,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Parques De Villa El Salvador,3,PEN,1,1300,1300,1300,1300,62,20.97,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Portales De Carabayllo,3,PEN,1,800,800,800,800,54,14.81,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Prados De San Miguel,3,PEN,1,2000,2000,2000,2000,80,25,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Robles De Ate,4,PEN,1,1500,1500,1500,1500,120,12.5,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Rosales,2,PEN,1,2100,2100,2100,2100,59,35.59,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Sauces,2,PEN,2,2150,2100,2100,2200,46.5,44,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Sauces,3,PEN,1,2500,2500,2500,2500,100,25,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Tulipanes,2,PEN,1,950,950,950,950,70,13.57,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Los Vencedores,2,PEN,1,1050,1050,1050,1050,54,19.44,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Lurín,2,PEN,2,1250,1200,1200,1300,70,17.14,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Lurín,3,PEN,1,1250,1250,1250,1250,85,14.71,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Magdalena,1,PEN,12,2215.75,2200,1700,2800,43.67,50,12,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Magdalena,2,PEN,14,2459.93,2300,1600,3600,66.64,34.02,14,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Magdalena,3,PEN,11,2799.91,2600,2300,3800,80,34.85,11,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Magdalena Vieja,2,PEN,1,1750,1750,1750,1750,70,25,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mala,3,PEN,1,800,800,800,800,75,10.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mangomarca,2,PEN,1,1200,1200,1200,1200,80,15,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Maranga,2,PEN,2,1900,1700,1700,2100,67.5,24.71,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Maranga,3,PEN,6,2245,2270,2000,2400,80.83,28.75,6,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Maranga Etapa Ii,3,PEN,1,2500,2500,2500,2500,92,27.17,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mariscal Andres Avelino Caceres,3,PEN,1,1200,1200,1200,1200,72,16.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mariscal Ramon Castilla,1,PEN,1,1650,1650,1650,1650,45,36.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mariscal Ramon Castilla,2,PEN,1,2150,2150,2150,2150,65,33.08,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mariscal Ramon Castilla,3,PEN,1,2500,2500,2500,2500,90,27.78,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Marques De Corpac,2,PEN,2,1275,1250,1250,1300,65,18.57,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mayorazgo,1,PEN,1,1300,1300,1300,1300,50,26,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mayorazgo,3,PEN,1,2350,2350,2350,2350,102,23.04,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Mayorazgo Etapa Iii,2,PEN,1,1500,1500,1500,1500,100,15,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miraflores,1,PEN,36,2452.56,2500,1100,3990,49.94,50.94,36,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miraflores,2,PEN,50,3293.94,3100,2100,7100,82.18,38.67,50,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miraflores,3,PEN,13,3769.15,3500,3000,4500,105.69,41.25,13,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miraflores,4,PEN,1,11000,11000,11000,11000,300,36.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miramar,1,PEN,1,1700,1700,1700,1700,40,42.5,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miramar,2,PEN,3,1616.67,1650,1200,2000,49,33,3,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Miramar,3,PEN,2,2200,2100,2100,2300,72.5,28,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Monterrico,1,PEN,1,2200,2200,2200,2200,60,36.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Monterrico,3,PEN,1,3000,3000,3000,3000,105,28.57,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Naranjal,4,PEN,1,2500,2500,2500,2500,160,15.63,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Nuevo Progreso,2,PEN,1,850,850,850,850,60,14.17,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Obreros Municipales De Surquillo,3,PEN,1,3500,3500,3500,3500,84,41.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Orrantia,1,PEN,4,1612.5,1650,1400,1700,25.25,62.96,4,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Orrantia,3,PEN,1,4800,4800,4800,4800,136,35.29,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Orrantia Del Mar,1,PEN,1,2200,2200,2200,2200,52,42.31,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Orrantia Del Mar,2,PEN,3,2666.67,2700,2600,2700,62.67,41.54,3,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Oyague,1,PEN,1,1800,1800,1800,1800,41,43.9,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Oyague,2,PEN,1,2700,2700,2700,2700,75,36,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Palao,3,PEN,2,1300,700,700,1900,110,5.83,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Palomino,2,PEN,1,1600,1600,1600,1600,90,17.78,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pando,1,PEN,1,1400,1400,1400,1400,60,23.33,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pando Etapa Viii,3,PEN,1,2400,2400,2400,2400,78,30.77,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Parques De La Huaca Etapa 1,3,PEN,1,2300,2300,2300,2300,76,30.26,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Parques De La Huaca Etapa 1,4,PEN,1,2250,2250,2250,2250,85,26.47,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Parques De La Huaca Etapa 6,3,PEN,1,2400,2400,2400,2400,80,30,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Portada Del Sol,2,PEN,1,1800,1800,1800,1800,60,30,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Portada Del Sol Etapa I,2,PEN,1,1300,1300,1300,1300,81,16.05,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Prolong. Benavides,1,PEN,1,1900,1900,1900,1900,60,31.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Prolongacion Benavides,1,PEN,1,1850,1850,1850,1850,44,42.05,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Prolongacion Benavides,2,PEN,1,2500,2500,2500,2500,99,25.25,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pueblo Libre,1,PEN,16,1592.5,1600,800,2290,43.13,37.5,16,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pueblo Libre,2,PEN,21,2114.29,2200,1400,3000,66.48,32.26,21,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pueblo Libre,3,PEN,25,2456,2400,1800,3000,80.08,30.38,25,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pueblo Libre,4,PEN,1,3100,3100,3100,3100,110,28.18,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Pulpos,3,PEN,1,2300,2300,2300,2300,120,19.17,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Punta Negra,2,PEN,1,890,890,890,890,40,22.25,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Residencial Isabelita,2,PEN,1,3600,3600,3600,3600,68,52.94,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Residencial Monterrico,1,PEN,1,1900,1900,1900,1900,33,57.58,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Residencial Monterrico,2,PEN,1,2500,2500,2500,2500,70,35.71,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Residencial San Felipe,2,PEN,1,2300,2300,2300,2300,63,36.51,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Residencial San Felipe,3,PEN,2,3350,3200,3200,3500,92.5,35.56,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Ricardo Palma,2,PEN,1,2200,2200,2200,2200,60,36.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Rinconada Del Lago,2,PEN,1,2000,2000,2000,2000,70,28.57,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Risso,1,PEN,1,2100,2100,2100,2100,42,50,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Risso,2,PEN,1,2150,2150,2150,2150,72,29.86,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Risso,3,PEN,1,2600,2600,2600,2600,83,31.33,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Rivera Sur,3,PEN,1,3500,3500,3500,3500,250,14,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Rímac,2,PEN,4,1375,1200,1000,1800,54.25,23.53,4,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,S/n,2,PEN,1,2800,2800,2800,2800,53,52.83,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Sagitario,1,PEN,1,1200,1200,1200,1200,40,30,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Salamanca De Monterrico,2,PEN,2,1450,1400,1400,1500,65,21.43,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,Salamanca De Monterrico,3,PEN,3,2966.67,3200,2500,3200,116.67,29.09,3,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Antonio,1,PEN,1,1200,1200,1200,1200,25,48,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Antonio,2,PEN,2,1900,1600,1600,2200,62.5,27.5,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Bartolo,1,PEN,1,3500,3500,3500,3500,60,58.33,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Bartolo,3,PEN,1,4200,4200,4200,4200,100,42,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja,1,PEN,9,1438.89,1350,1000,2400,36.44,37.14,9,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja,2,PEN,7,3340,3200,1880,5200,80.86,50,7,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja,3,PEN,9,3422.22,3400,3000,4000,108.11,33.68,9,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja,4,PEN,1,4200,4200,4200,4200,170,24.71,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja Norte,3,PEN,1,3500,3500,3500,3500,90,38.89,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Borja Sur,1,PEN,1,2000,2000,2000,2000,75,26.67,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Carlos,3,PEN,1,1400,1400,1400,1400,110,12.73,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Eugenio,1,PEN,1,2200,2200,2200,2200,50,44,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Felipe,1,PEN,1,1700,1700,1700,1700,60,28.33,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Felipe,3,PEN,1,7000,7000,7000,7000,152,46.05,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Gabriel,3,PEN,1,1000,1000,1000,1000,120,8.33,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Isidro,1,PEN,28,2602.5,2550,1750,3540,47.13,56.44,28,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Isidro,2,PEN,25,3193.4,3200,2200,4800,67.46,51.54,25,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Isidro,3,PEN,8,3612.5,3500,2900,4500,116.38,30,8,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Juan De Lurigancho,1,PEN,2,900,850,850,950,50,17,2,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Juan De Lurigancho,2,PEN,1,1300,1300,1300,1300,65,20,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Juan De Lurigancho,3,PEN,1,2000,2000,2000,2000,163,12.27,1,0,0,null,2026-07-14T01:25:15.299954Z
2026-07-14,San Juan De Lurigancho,4,PEN,3,1766.67,1800,1500,2000,137,12.59,3,0,0,null,2026-07-14T01:25:15.299954Z
